Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
24,Non-Travel,Research & Development,9,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Divorced,1,No,Average,High,Yes,1,High,1,0,full_time,Low,non-minority,Male,YES
34,Travel_Rarely,Research & Development,8,Bachelor,Medical,Very High,Intermediate,Laboratory Technician,Married,2,No,High,Low,No,6,High,4,3,full_time,Average,non-minority,Male,YES
39,Travel_Rarely,Research & Development,6,College,Medical,High,Entry Level,Research Scientist,Divorced,1,No,High,High,Yes,5,High,5,3,full_time,High,non-minority,Female,NO
34,Travel_Rarely,Human Resources,3,College,Human Resources,Medium,Entry Level,Human Resources,Married,4,No,Low,High,Yes,5,Medium,3,2,full_time,High,minority,Female,NO
22,Travel_Rarely,Research & Development,5,College,Life Sciences,Low,Intermediate,Manufacturing Director,Married,2,No,Outstanding,Low,No,2,Medium,2,0,contract,High,minority,Female,NO
29,Travel_Rarely,Research & Development,6,Below College,Life Sciences,High,Entry Level,Research Scientist,Married,1,No,High,Low,Yes,10,High,10,8,full_time,Average,minority,Male,YES
41,Travel_Rarely,Research & Development,20,Master,Life Sciences,Low,Entry Level,Laboratory Technician,Divorced,0,Yes,Low,Low,Yes,3,High,7,1,contract,High,minority,Female,NO
55,Travel_Rarely,Human Resources,26,Master,Human Resources,Very High,Experienced,Manager,Married,4,Yes,Average,Low,Yes,35,Low,10,9,contract,High,non-minority,Male,YES
45,Travel_Rarely,Sales,5,Bachelor,Life Sciences,Low,Intermediate,Sales Executive,Single,2,No,High,High,No,2,Medium,5,0,full_time,High,non-minority,Female,NO
59,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,Medium,Experienced,Manufacturing Director,Single,0,Yes,Outstanding,Low,No,3,High,5,1,full_time,High,non-minority,Female,NO
35,Travel_Rarely,Research & Development,9,Master,Life Sciences,Medium,Intermediate,Healthcare Representative,Single,9,No,Low,High,No,10,Medium,1,1,full_time,High,minority,Male,NO
36,Travel_Rarely,Research & Development,3,College,Life Sciences,High,Entry Level,Laboratory Technician,Divorced,5,No,Outstanding,Low,Yes,7,Medium,1,0,full_time,High,minority,Female,NO
23,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Very High,Entry Level,Laboratory Technician,Married,1,Yes,Low,High,No,1,Medium,0,0,full_time,High,minority,Male,NO
26,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,5,No,Low,Low,Yes,4,High,1,2,full_time,High,minority,Female,NO
36,Travel_Rarely,Sales,2,College,Medical,Medium,Experienced,Sales Executive,Married,1,No,High,Average,No,10,Medium,10,9,full_time,Average,non-minority,Male,YES
38,Travel_Frequently,Research & Development,29,Doctorate,Life Sciences,Medium,Intermediate,Laboratory Technician,Single,4,No,Low,Outstanding,Yes,5,Medium,10,2,full_time,Low,minority,Female,NO
40,Travel_Rarely,Research & Development,3,College,Medical,High,Experienced,Healthcare Representative,Divorced,0,No,Outstanding,Low,No,16,High,15,9,full_time,Average,minority,Male,YES
36,Travel_Frequently,Research & Development,18,Below College,Medical,High,Entry Level,Laboratory Technician,Single,1,No,Low,Low,No,8,Medium,8,1,contract,Average,minority,Female,NO
52,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Experienced,Manager,Married,2,No,Outstanding,Average,Yes,26,Medium,9,8,contract,Average,non-minority,Male,YES
25,Travel_Rarely,Research & Development,3,Bachelor,Medical,High,Entry Level,Laboratory Technician,Married,5,No,Low,High,Yes,6,Medium,2,2,full_time,Average,minority,Male,NO
29,Travel_Rarely,Research & Development,20,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,0,No,Low,Low,Yes,3,High,5,1,contract,High,minority,Female,NO
49,Travel_Rarely,Research & Development,3,College,Medical,Medium,Intermediate,Laboratory Technician,Married,4,No,Low,Low,Yes,10,High,3,2,full_time,High,non-minority,Female,NO
37,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,Very High,Entry Level,Research Scientist,Married,1,Yes,Low,Low,Yes,8,High,8,7,contract,High,minority,Female,NO
34,Travel_Frequently,Research & Development,15,Bachelor,Medical,High,Experienced,Research Director,Divorced,7,No,Low,Outstanding,No,16,High,14,8,full_time,Average,non-minority,Male,NO
35,Travel_Rarely,Sales,8,Master,Life Sciences,High,Entry Level,Sales Representative,Married,1,No,Outstanding,Average,Yes,3,Low,3,2,full_time,Average,non-minority,Female,NO
42,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,High,Intermediate,Manufacturing Director,Married,1,No,Low,Outstanding,Yes,10,High,9,8,full_time,Average,minority,Male,NO
